instant,dteday,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,season_hour,yr_hour,mnth_hour,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,day_type
498,2012-05-12,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,2,1,5,0,6,0,1,0.5641666666666667,0.5448166666666666,0.48041666666666666,0.12313333333333333,2622,4807,7429,Weekend
499,2012-05-13,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,2,1,5,0,0,0,1,0.6125,0.5852375,0.57625,0.22511666666666666,2172,3946,6118,Weekend
500,2012-05-14,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,2,1,5,0,1,1,2,0.5733333333333334,0.5498999999999999,0.7895833333333333,0.21269166666666664,342,2501,2843,Working Day
501,2012-05-15,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,2,1,5,0,2,1,2,0.6116666666666667,0.5764041666666667,0.7945833333333333,0.14739166666666667,625,4490,5115,Working Day
502,2012-05-16,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,2,1,5,0,3,1,2,0.6366666666666666,0.595975,0.6979166666666666,0.12251250000000001,991,6433,7424,Working Day
503,2012-05-17,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,2,1,5,0,4,1,1,0.5933333333333334,0.5726125,0.52,0.229475,1242,6142,7384,Working Day
504,2012-05-18,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,2,1,5,0,5,1,1,0.5641666666666667,0.5511208333333334,0.5233333333333333,0.13681666666666667,1521,6118,7639,Working Day
505,2012-05-19,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,2,1,5,0,6,0,1,0.6,0.5669083333333333,0.45625,0.08397500000000001,3410,4884,8294,Weekend
506,2012-05-20,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,2,1,5,0,0,0,1,0.6208333333333333,0.5839666666666666,0.5304166666666666,0.2543666666666667,2704,4425,7129,Weekend
507,2012-05-21,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,2,1,5,0,1,1,3,0.5983333333333333,0.5656666666666667,0.8112499999999999,0.23320416666666666,630,3729,4359,Working Day
508,2012-05-22,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,2,1,5,0,2,1,1,0.615,0.580825,0.7658333333333333,0.11816666666666666,819,5254,6073,Working Day
509,2012-05-23,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,2,1,5,0,3,1,1,0.6216666666666667,0.5846125,0.7745833333333333,0.102,766,4494,5260,Working Day
510,2012-05-24,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,2,1,5,0,4,1,1,0.6549999999999999,0.6066999999999999,0.7166666666666667,0.17289583333333333,1059,5711,6770,Working Day
511,2012-05-25,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,2,1,5,0,5,1,1,0.68,0.6275291666666666,0.7470833333333333,0.14054999999999998,1417,5317,6734,Working Day
512,2012-05-26,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,2,1,5,0,6,0,1,0.6925,0.6426958333333334,0.7325,0.19899166666666668,2855,3681,6536,Weekend
513,2012-05-27,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,2,1,5,0,0,0,2,0.69,0.641425,0.6970833333333334,0.21517083333333334,3283,3308,6591,Weekend
514,2012-05-28,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.19652083333333334,2557,3486,6043,Holiday
515,2012-05-29,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,2,1,5,0,2,1,1,0.7225,0.6729916666666668,0.6845833333333333,0.2954,880,4863,5743,Working Day
516,2012-05-30,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,2,1,5,0,3,1,3,0.6566666666666666,0.6111291666666666,0.6699999999999999,0.13432916666666667,745,6110,6855,Working Day
517,2012-05-31,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,2,1,5,0,4,1,1,0.68,0.6313291666666666,0.49291666666666667,0.19527916666666667,1100,6238,7338,Working Day
518,2012-06-01,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,2,1,6,0,5,1,1,0.6541666666666667,0.6079625,0.7554166666666666,0.2375625,533,3594,4127,Working Day
519,2012-06-02,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,2,1,6,0,6,0,2,0.5833333333333334,0.5662874999999999,0.5491666666666667,0.1865625,2795,5325,8120,Weekend
520,2012-06-03,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,2,1,6,0,0,0,1,0.6025,0.5751333333333334,0.49333333333333335,0.1840875,2494,5147,7641,Weekend
521,2012-06-04,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,2,1,6,0,1,1,1,0.5975,0.5782833333333334,0.4870833333333333,0.2848333333333333,1071,5927,6998,Working Day
522,2012-06-05,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,2,1,6,0,2,1,1,0.5408333333333334,0.5258916666666666,0.6133333333333334,0.20957499999999998,968,6033,7001,Working Day
523,2012-06-06,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,2,1,6,0,3,1,1,0.5541666666666667,0.5422916666666667,0.61125,0.077125,1027,6028,7055,Working Day
524,2012-06-07,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,2,1,6,0,4,1,1,0.6024999999999999,0.5694416666666666,0.5670833333333333,0.15735000000000002,1038,6456,7494,Working Day
525,2012-06-08,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,2,1,6,0,5,1,1,0.6491666666666667,0.5978625,0.4679166666666667,0.17538333333333334,1488,6248,7736,Working Day
526,2012-06-09,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,2,1,6,0,6,0,1,0.7108333333333333,0.6483666666666666,0.4370833333333333,0.14428749999999999,2708,4790,7498,Weekend
527,2012-06-10,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,2,1,6,0,0,0,1,0.7266666666666667,0.6635166666666666,0.5383333333333333,0.13372083333333332,2224,4374,6598,Weekend
528,2012-06-11,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,2,1,6,0,1,1,1,0.7208333333333333,0.6597208333333333,0.5879166666666666,0.2077125,1017,5647,6664,Working Day
529,2012-06-12,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,2,1,6,0,2,1,2,0.6533333333333333,0.597875,0.8333333333333334,0.21454583333333332,477,4495,4972,Working Day
530,2012-06-13,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,2,1,6,0,3,1,2,0.6558333333333334,0.6111166666666666,0.5820833333333333,0.34327916666666664,1173,6248,7421,Working Day
531,2012-06-14,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,2,1,6,0,4,1,1,0.6483333333333333,0.6243833333333333,0.5695833333333333,0.2537333333333333,1180,6183,7363,Working Day
532,2012-06-15,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,2,1,6,0,5,1,1,0.6391666666666667,0.5997541666666667,0.5895833333333333,0.17661666666666667,1563,6102,7665,Working Day
533,2012-06-16,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,2,1,6,0,6,0,1,0.6316666666666667,0.5947083333333333,0.5041666666666667,0.16666666666666666,2963,4739,7702,Weekend
534,2012-06-17,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.14490416666666667,2634,4344,6978,Weekend
535,2012-06-18,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,2,1,6,0,1,1,1,0.5683333333333334,0.5448416666666667,0.7779166666666666,0.17474583333333335,653,4446,5099,Working Day
536,2012-06-19,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,2,1,6,0,2,1,2,0.6883333333333334,0.6546916666666667,0.69,0.14801666666666666,968,5857,6825,Working Day
537,2012-06-20,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,2,1,6,0,3,1,1,0.7825000000000001,0.720975,0.5920833333333334,0.1138125,872,5339,6211,Working Day
538,2012-06-21,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,3,1,6,0,4,1,1,0.8058333333333333,0.7525416666666667,0.5679166666666666,0.1187875,778,5127,5905,Working Day
539,2012-06-22,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,3,1,6,0,5,1,2,0.7775,0.7241208333333332,0.57375,0.18284166666666668,964,4859,5823,Working Day
540,2012-06-23,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,3,1,6,0,6,0,1,0.7316666666666666,0.6527916666666667,0.5345833333333333,0.17972083333333333,2657,4801,7458,Weekend
541,2012-06-24,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,3,1,6,0,0,0,1,0.7433333333333333,0.6742541666666666,0.4791666666666667,0.145525,2551,4340,6891,Weekend
542,2012-06-25,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,3,1,6,0,1,1,1,0.7158333333333333,0.6540416666666666,0.5041666666666667,0.30038333333333334,1139,5640,6779,Working Day
543,2012-06-26,3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,3,1,6,0,2,1,1,0.6308333333333334,0.5947041666666667,0.37333333333333335,0.3476416666666667,1077,6365,7442,Working Day
544,2012-06-27,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,3,1,6,0,3,1,1,0.6974999999999999,0.6407916666666666,0.36000000000000004,0.27177500000000004,1077,6258,7335,Working Day
545,2012-06-28,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,3,1,6,0,4,1,1,0.7491666666666666,0.6755125,0.42250000000000004,0.17165,921,5958,6879,Working Day
546,2012-06-29,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,3,1,6,0,5,1,1,0.8341666666666666,0.7866124999999999,0.48875,0.16541666666666668,829,4634,5463,Working Day
547,2012-06-30,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,3,1,6,0,6,0,3,0.765,0.6875083333333333,0.60125,0.16107083333333333,1455,4232,5687,Weekend
548,2012-07-01,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,3,1,7,0,0,0,1,0.8158333333333333,0.7506291666666667,0.5187499999999999,0.16852916666666665,1421,4110,5531,Weekend
549,2012-07-02,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,3,1,7,0,1,1,2,0.7816666666666666,0.7020375,0.44708333333333333,0.19526666666666667,904,5323,6227,Working Day
550,2012-07-03,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,3,1,7,0,2,1,1,0.7808333333333333,0.7026499999999999,0.4920833333333334,0.1262375,1052,5608,6660,Working Day
551,2012-07-04,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,3,1,7,1,3,0,1,0.7891666666666667,0.7323375,0.53875,0.13495,2562,4841,7403,Holiday
552,2012-07-05,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,3,1,7,0,4,1,1,0.8275,0.7613666666666666,0.4579166666666667,0.19402916666666667,1405,4836,6241,Working Day
553,2012-07-06,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,3,1,7,0,5,1,1,0.8283333333333333,0.7525333333333334,0.45083333333333336,0.14614166666666667,1366,4841,6207,Working Day
554,2012-07-07,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,3,1,7,0,6,0,1,0.8616666666666667,0.8049125,0.4920833333333334,0.16355416666666667,1448,3392,4840,Weekend
555,2012-07-08,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,3,1,7,0,0,0,1,0.8225000000000001,0.7903958333333333,0.57375,0.12562916666666665,1203,3469,4672,Weekend
556,2012-07-09,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,3,1,7,0,1,1,2,0.7108333333333333,0.6540541666666666,0.6833333333333332,0.180975,998,5571,6569,Working Day
557,2012-07-10,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,3,1,7,0,2,1,1,0.7208333333333333,0.6647958333333334,0.6675,0.1517375,954,5336,6290,Working Day
558,2012-07-11,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,3,1,7,0,3,1,2,0.7166666666666667,0.6502708333333332,0.6333333333333333,0.15173333333333333,975,6289,7264,Working Day
559,2012-07-12,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,3,1,7,0,4,1,2,0.7158333333333333,0.6546833333333333,0.5295833333333333,0.14677500000000002,1032,6414,7446,Working Day
560,2012-07-13,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,3,1,7,0,5,1,2,0.7316666666666666,0.6679333333333334,0.48583333333333334,0.08084999999999999,1511,5988,7499,Working Day
561,2012-07-14,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,3,1,7,0,6,0,2,0.7033333333333333,0.6660416666666666,0.6991666666666667,0.14367916666666666,2355,4614,6969,Weekend
562,2012-07-15,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,3,1,7,0,0,0,1,0.7458333333333332,0.7051958333333334,0.7179166666666666,0.16666666666666666,1920,4111,6031,Weekend
563,2012-07-16,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,3,1,7,0,1,1,3,0.7633333333333333,0.724125,0.645,0.1641875,1088,5742,6830,Working Day
564,2012-07-17,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,3,1,7,0,2,1,1,0.8183333333333334,0.7556833333333334,0.5058333333333334,0.11442916666666668,921,5865,6786,Working Day
565,2012-07-18,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,3,1,7,0,3,1,1,0.7933333333333333,0.7455833333333333,0.5770833333333333,0.13744166666666666,799,4914,5713,Working Day
566,2012-07-19,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,3,1,7,0,4,1,1,0.77,0.7146416666666666,0.6004166666666667,0.16542916666666665,888,5703,6591,Working Day
567,2012-07-20,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,3,1,7,0,5,1,3,0.6658333333333334,0.613025,0.8441666666666666,0.20896666666666666,747,5123,5870,Working Day
568,2012-07-21,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,3,1,7,0,6,0,3,0.5958333333333333,0.5499124999999999,0.8654166666666666,0.21330000000000002,1264,3195,4459,Weekend
569,2012-07-22,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,3,1,7,0,0,0,2,0.6675,0.623125,0.7625000000000001,0.09392083333333334,2544,4866,7410,Weekend
570,2012-07-23,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,3,1,7,0,1,1,1,0.7416666666666667,0.6900166666666666,0.6941666666666667,0.13868333333333335,1135,5831,6966,Working Day
571,2012-07-24,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,3,1,7,0,2,1,1,0.7508333333333334,0.7064499999999999,0.655,0.2114541666666667,1140,6452,7592,Working Day
572,2012-07-25,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,3,1,7,0,3,1,1,0.7241666666666666,0.6540541666666666,0.45,0.1648,1383,6790,8173,Working Day
573,2012-07-26,3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,3,1,7,0,4,1,1,0.7766666666666667,0.7392625,0.5966666666666667,0.28481249999999997,1036,5825,6861,Working Day
574,2012-07-27,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,3,1,7,0,5,1,1,0.7816666666666666,0.7342166666666667,0.5945833333333334,0.15299166666666666,1259,5645,6904,Working Day
575,2012-07-28,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,3,1,7,0,6,0,1,0.7558333333333334,0.6976041666666667,0.6133333333333333,0.15735000000000002,2234,4451,6685,Weekend
576,2012-07-29,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,3,1,7,0,0,0,1,0.7216666666666667,0.6679333333333334,0.62375,0.17039583333333333,2153,4444,6597,Weekend
577,2012-07-30,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,3,1,7,0,1,1,1,0.7308333333333333,0.6849875,0.6687500000000001,0.15361666666666665,1040,6065,7105,Working Day
578,2012-07-31,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,3,1,7,0,2,1,1,0.7133333333333334,0.6628958333333334,0.7041666666666666,0.16542500000000002,968,6248,7216,Working Day
579,2012-08-01,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,3,1,8,0,3,1,1,0.7174999999999999,0.6673083333333333,0.6775000000000001,0.14117916666666666,1074,6506,7580,Working Day
580,2012-08-02,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,3,1,8,0,4,1,1,0.7525,0.7070875,0.6595833333333333,0.12935416666666666,983,6278,7261,Working Day
581,2012-08-03,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,3,1,8,0,5,1,1,0.7658333333333333,0.7228666666666667,0.6425,0.2157916666666667,1328,5847,7175,Working Day
582,2012-08-04,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,3,1,8,0,6,0,1,0.7933333333333333,0.7512666666666666,0.6133333333333334,0.25745833333333334,2345,4479,6824,Weekend
583,2012-08-05,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,3,1,8,0,0,0,1,0.7691666666666667,0.7310791666666666,0.6525,0.2904208333333333,1707,3757,5464,Weekend
584,2012-08-06,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,3,1,8,0,1,1,2,0.7525,0.7102458333333334,0.6541666666666667,0.12935416666666666,1233,5780,7013,Working Day
585,2012-08-07,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,3,1,8,0,2,1,1,0.7358333333333333,0.6976208333333332,0.70375,0.11690833333333334,1278,5995,7273,Working Day
586,2012-08-08,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,3,1,8,0,3,1,1,0.75,0.7077166666666667,0.6729166666666666,0.1107,1263,6271,7534,Working Day
587,2012-08-09,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,3,1,8,0,4,1,1,0.7558333333333334,0.6995083333333333,0.6204166666666667,0.1561,1196,6090,7286,Working Day
588,2012-08-10,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,3,1,8,0,5,1,1,0.7158333333333333,0.6679416666666667,0.7158333333333333,0.2388125,1065,4721,5786,Working Day
589,2012-08-11,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,3,1,8,0,6,0,1,0.6925,0.6382666666666666,0.7329166666666667,0.20647916666666666,2247,4052,6299,Weekend
590,2012-08-12,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,3,1,8,0,0,0,2,0.7008333333333333,0.6445791666666666,0.5304166666666666,0.12251250000000001,2182,4362,6544,Weekend
591,2012-08-13,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,3,1,8,0,1,1,1,0.7208333333333333,0.6622541666666667,0.5454166666666667,0.1362125,1207,5676,6883,Working Day
592,2012-08-14,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,3,1,8,0,2,1,1,0.7266666666666667,0.6767791666666666,0.6866666666666666,0.16915833333333333,1128,5656,6784,Working Day
593,2012-08-15,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,3,1,8,0,3,1,1,0.7066666666666667,0.6540374999999999,0.6195833333333333,0.16977083333333334,1198,6149,7347,Working Day
594,2012-08-16,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,3,1,8,0,4,1,1,0.7191666666666667,0.6546875,0.5191666666666667,0.14179583333333332,1338,6267,7605,Working Day
595,2012-08-17,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,3,1,8,0,5,1,1,0.7233333333333333,0.24240000000000003,0.5708333333333333,0.23135416666666667,1483,5665,7148,Working Day
596,2012-08-18,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,3,1,8,0,6,0,2,0.6783333333333333,0.6180708333333332,0.6033333333333334,0.17786666666666665,2827,5038,7865,Weekend
597,2012-08-19,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,3,1,8,0,0,0,1,0.6358333333333334,0.6035541666666666,0.7116666666666666,0.08645000000000001,1208,3341,4549,Weekend
598,2012-08-20,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,3,1,8,0,1,1,2,0.6358333333333334,0.5959666666666666,0.7341666666666667,0.12997916666666667,1026,5504,6530,Working Day
599,2012-08-21,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,3,1,8,0,2,1,2,0.6491666666666667,0.601025,0.67375,0.07277083333333334,1081,5925,7006,Working Day
600,2012-08-22,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,3,1,8,0,3,1,1,0.6675,0.6218541666666667,0.6770833333333334,0.07028333333333332,1094,6281,7375,Working Day
601,2012-08-23,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,3,1,8,0,4,1,1,0.6958333333333333,0.6370083333333333,0.6358333333333334,0.08459583333333333,1363,6402,7765,Working Day
602,2012-08-24,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,3,1,8,0,5,1,2,0.7025,0.6470999999999999,0.615,0.07214583333333334,1325,6257,7582,Working Day
603,2012-08-25,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,3,1,8,0,6,0,2,0.6616666666666667,0.6186958333333333,0.7129166666666666,0.24440833333333334,1829,4224,6053,Weekend
604,2012-08-26,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,3,1,8,0,0,0,1,0.6533333333333333,0.5959958333333333,0.8458333333333333,0.22885833333333336,1483,3772,5255,Weekend
605,2012-08-27,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,3,1,8,0,1,1,1,0.7033333333333333,0.6546875,0.7304166666666667,0.12873333333333334,989,5928,6917,Working Day
606,2012-08-28,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,3,1,8,0,2,1,1,0.7283333333333334,0.6660499999999999,0.62,0.190925,935,6105,7040,Working Day
607,2012-08-29,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,3,1,8,0,3,1,1,0.685,0.6357333333333334,0.5520833333333334,0.11256250000000001,1177,6520,7697,Working Day
608,2012-08-30,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,3,1,8,0,4,1,1,0.7066666666666667,0.6527791666666666,0.5904166666666667,0.07711666666666667,1172,6541,7713,Working Day
609,2012-08-31,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,3,1,8,0,5,1,1,0.7641666666666667,0.6894,0.5875,0.16853333333333334,1433,5917,7350,Working Day
610,2012-09-01,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,3,1,9,0,6,0,1,0.7533333333333333,0.7026541666666667,0.6383333333333333,0.1131875,2352,3788,6140,Weekend
611,2012-09-02,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,3,1,9,0,0,0,2,0.6966666666666667,0.6489999999999999,0.815,0.06407083333333334,2613,3197,5810,Weekend
612,2012-09-03,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,3,1,9,1,1,0,2,0.7075,0.6616291666666666,0.7908333333333334,0.15112083333333334,1965,4069,6034,Holiday
613,2012-09-04,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,3,1,9,0,2,1,2,0.7258333333333334,0.6868875,0.755,0.2363208333333333,867,5997,6864,Working Day
614,2012-09-05,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,3,1,9,0,3,1,1,0.7366666666666667,0.7089833333333333,0.74125,0.18780833333333333,832,6280,7112,Working Day
615,2012-09-06,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,3,1,9,0,4,1,2,0.6966666666666667,0.6553291666666666,0.8104166666666667,0.14242083333333333,611,5592,6203,Working Day
616,2012-09-07,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,3,1,9,0,5,1,1,0.7033333333333333,0.6572041666666667,0.7362500000000001,0.17164583333333336,1045,6459,7504,Working Day
617,2012-09-08,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,3,1,9,0,6,0,1,0.6591666666666667,0.6111208333333333,0.7991666666666667,0.28110416666666665,1557,4419,5976,Weekend
618,2012-09-09,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,3,1,9,0,0,0,2,0.61,0.578925,0.5475,0.22449583333333334,2570,5657,8227,Weekend
619,2012-09-10,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,3,1,9,0,1,1,1,0.5833333333333334,0.5656541666666667,0.50375,0.2587125,1118,6407,7525,Working Day
620,2012-09-11,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,3,1,9,0,2,1,1,0.5775,0.5542916666666666,0.52,0.09205416666666666,1070,6697,7767,Working Day
